Ordre;Site_gestion_date_Quadrat;Qtte_Plantes;Sp_Plantes;individu;Sp_Pollinisateurs;N_Interactions
313;Esplanade_Fauche_Juin;6;Daucus_carota;252;Hylaeus_spec.;3
314;Esplanade_Fauche_Juin;6;Daucus_carota;253;Sphecodes_spec.;3
315;Esplanade_Fauche_Juin;6;Daucus_carota;254;Hylaeus_spec.;2
316;Esplanade_Fauche_Juin;6;Daucus_carota;255;Lasioglossum_spec.;1
317;Esplanade_Fauche_Juin;6;Daucus_carota;256;Hylaeus_spec.;2
318;Esplanade_Fauche_Juin;6;Daucus_carota;257;Hylaeus_spec.;3
319;Esplanade_Fauche_Juin;4;Jacobaea_vulgaris;258;Nowickia_ferox;1
320;Esplanade_Fauche_Juin;6;Daucus_carota;260;Hylaeus_spec.;3
321;Esplanade_Fauche_Juin;6;Daucus_carota;261;Hylaeus_spec.;2
322;Esplanade_Fauche_Juin;4;Jacobaea_vulgaris;262;Sphaerophoria_spec.;1
323;Esplanade_Fauche_Juin;18;Trifolium_pratense;259;Bombus_pascuorum;3
324;Mercator_Tonte_Juin;11;Bellis_perennis;264;Syrphus_spec.;1
325;Mercator_Tonte_Juin;35;Prunella_vulgaris;;No;0
326;Lavoisier_Tonte_Juin;10;Bellis_perennis;;No;0
327;Lavoisier_Tonte_Juin;6;Prunella_vulgaris;265;Episyrphus_balteatus;1
328;Lavoisier_Tonte_Juin;1;Ranunculus_repens;266;Episyrphus_balteatus;1
329;Lavoisier_Tonte_Juin;12;Trifolium_dubium;;No;0
330;Lavoisier_Tonte_Juin;49;Trifolium_repens;267;Syrphus_ribesii;1
331;Lavoisier_Fauche_Juin;2;Bellis_perennis;;No;0
332;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;280;Helophilus_pendulus;3
333;Lavoisier_Fauche_Juin;15;Prunella_vulgaris;270;Bombus_pascuorum;1
334;Lavoisier_Fauche_Juin;1;Trifolium_repens;;No;0
335;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;268;Episyrphus_balteatus;1
336;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;269;Lasioglossum_spec.;1
337;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;271;Episyrphus_balteatus;1
338;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;272;Lasioglossum_spec.;1
339;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;273;Lasioglossum_(Leuchalictus)_spec.;1
340;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;274;Lasioglossum_spec.;1
341;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;275;Lasioglossum_(Leuchalictus)_spec.;1
342;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;276;Halictidae_indet.;1
343;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;278;Episyrphus_balteatus;1
344;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;279;Lasioglossum_spec.;1
345;Lavoisier_Fauche_Juin;8;Hypochaeris_radicata;277;Lasioglossum_(Leuchalictus)_spec.;1
346;Sc_Fauche_Juin;1;Bellis_perennis;;No;0
347;Sc_Fauche_Juin;2;Campanula_rapunculus;283;Chelostoma_rapunculi;1
348;Sc_Fauche_Juin;1;Cirsium_arvense;;No;0
349;Sc_Fauche_Juin;43;Crepis_capillaris;281;Lasioglossum_spec.;1
350;Sc_Fauche_Juin;1;Geranium_dissectum;;No;0
351;Sc_Fauche_Juin;1;Hypericum_perforatum;282;Bombus_pascuorum;2
352;Sc_Fauche_Juin;6;Hypochaeris_radicata;297;Andrena_flavipes;1
353;Sc_Fauche_Juin;1;Matricaria_chamomilla_Tripleurospermum_maritimum;;No;0
354;Sc_Fauche_Juin;1;Hypericum_perforatum;304;Lasioglossum_spec.;2
355;Sc_Fauche_Juin;1;Hypericum_perforatum;287;Lasioglossum_spec.;1
356;Sc_Fauche_Juin;1;Hypericum_perforatum;289;Lasioglossum_spec.;1
357;Sc_Fauche_Juin;1;Hypericum_perforatum;290;Lasioglossum_spec.;1
358;Sc_Fauche_Juin;43;Crepis_capillaris;284;Platycheirus_albimanus;1
359;Sc_Fauche_Juin;43;Crepis_capillaris;285;Episyrphus_balteatus;2
360;Sc_Fauche_Juin;43;Crepis_capillaris;286;Andrena_flavipes;1
361;Sc_Fauche_Juin;43;Crepis_capillaris;291;Andrena_flavipes;2
362;Sc_Fauche_Juin;43;Crepis_capillaris;288;Scaeva_selenitica;1
363;Sc_Fauche_Juin;43;Crepis_capillaris;292;Andrena_flavipes;1
364;Sc_Fauche_Juin;43;Crepis_capillaris;293;Heriades_truncorum;1
365;Sc_Fauche_Juin;43;Crepis_capillaris;294;Andrena_flavipes;2
366;Sc_Fauche_Juin;43;Crepis_capillaris;295;Lasioglossum_spec.;2
367;Sc_Fauche_Juin;43;Crepis_capillaris;296;Lasioglossum_spec.;1
368;Sc_Fauche_Juin;6;Hypochaeris_radicata;298;Syrphus_spec.;1
369;Sc_Fauche_Juin;43;Crepis_capillaris;299;Sphaerophoria_spec.;1
370;Sc_Fauche_Juin;43;Crepis_capillaris;300;Anthophila_indet.;1
371;Sc_Fauche_Juin;43;Crepis_capillaris;301;Anthophila_indet.;2
372;Sc_Fauche_Juin;43;Crepis_capillaris;302;Anthophila_indet.;1
373;Sc_Fauche_Juin;1;Hypericum_perforatum;303;Syrphus_spec.;1
374;BST_Fauche_Juin_Q1;1;Bellis_perennis;306;Sphaerophoria_spec.;1
375;BST_Fauche_Juin_Q1;18;Hypochaeris_radicata;;No;0
376;BST_Fauche_Juin_Q1;2;Prunella_vulgaris;;No;0
377;BST_Fauche_Juin_Q1;15;Trifolium_dubium;;No;0
378;BST_Fauche_Juin_Q1;304;Trifolium_repens;307;Episyrphus_balteatus;1
379;BST_Fauche_Juin_Q1;304;Trifolium_repens;305;Apis_mellifera;1
380;BST_Fauche_Juin_Q2;3;Bellis_perennis;;No;0
381;BST_Fauche_Juin_Q2;14;Crepis_capillaris;308;Anthophila_indet.;2
382;BST_Fauche_Juin_Q2;13;Prunella_vulgaris;310;Bombus_pascuorum;1
383;BST_Fauche_Juin_Q2;5;Trifolium_repens;313;Apis_mellifera;1
384;BST_Fauche_Juin_Q2;14;Crepis_capillaris;309;Panurgus_calcaratus;1
385;BST_Fauche_Juin_Q2;14;Crepis_capillaris;311;Lasioglossum_spec.;1
386;BST_Fauche_Juin_Q2;5;Trifolium_repens;312;Apis_mellifera;3
387;BST_Fauche_Juin_Q3;23;Bellis_perennis;;No;0
388;BST_Fauche_Juin_Q3;1;Hypochaeris_radicata;;No;0
389;BST_Fauche_Juin_Q3;40;Ranunculus_repens;315;Melanostoma_spec.;4
390;BST_Fauche_Juin_Q3;40;Ranunculus_repens;314;Syrphus_spec.;1
391;BST_Tonte_Juin;13;Bellis_perennis;;No;0
392;BST_Tonte_Juin;5;Trifolium_dubium;;No;0
393;BST_Tonte_Juin;72;Trifolium_repens;317;Apis_mellifera;23
394;BST_Tonte_Juin;72;Trifolium_repens;316;Apis_mellifera;1
395;Creche_Fauche_Juin_Q1;7;Centaurea_jacea;320;Apis_mellifera;8
396;Creche_Fauche_Juin_Q1;25;Leucanthemum_vulgare;322;Eristalis_arbustorum;3
397;Creche_Fauche_Juin_Q1;7;Prunella_vulgaris;;No;0
398;Creche_Fauche_Juin_Q1;25;Leucanthemum_vulgare;318;Sphaerophoria_scripta;5
399;Creche_Fauche_Juin_Q1;25;Leucanthemum_vulgare;319;Lasioglossum_spec.;3
400;Creche_Fauche_Juin_Q1;7;Centaurea_jacea;321;Apis_mellifera;2
401;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;323;Andrena_spec.;1
402;Creche_Fauche_Juin_Q2;29;Trifolium_repens;323;Andrena_spec.;1
403;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;336;Andrena_flavipes;2
404;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;324;Cerceris_spec.;1
405;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;325;Heriades_truncorum;1
406;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;326;Hylaeus_spec.;1
407;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;327;Heriades_truncorum;1
408;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;328;Lasioglossum_spec.;1
409;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;329;Anthophila_indet.;1
410;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;330;Lasioglossum_spec.;1
411;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;331;Sphaerophoria_spec.;1
412;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;332;Heriades_truncorum;1
413;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;333;Lasioglossum_spec.;1
414;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;334;Heriades_truncorum;1
415;Creche_Fauche_Juin_Q2;8;Achillea_millefolium;335;Heriades_truncorum;1
416;Creche_Fauche_Juin_Q3;4;Ranunculus_repens;340;Lasioglossum_(Sphecodogastra)_spec.;2
417;Creche_Fauche_Juin_Q3;21;Rhinanthus_angustifolius;337;Megachile_spec.;1
418;Creche_Fauche_Juin_Q3;23;Trifolium_repens;338;Apis_mellifera;5
419;Creche_Fauche_Juin_Q3;4;Ranunculus_repens;339;Anthophila_indet.;1
420;Reaumur_Fauche_Juin_Q1;2;Achillea_millefolium;;No;0
421;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;352;Apis_mellifera;4
422;Reaumur_Fauche_Juin_Q1;48;Leucanthemum_vulgare;343;Eristalis_tenax;1
423;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;341;Megachile_spec.;6
424;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;342;Bombus_lapidarius;4
425;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;346;Apis_mellifera;2
426;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;347;Stelis_punctulatissima;1
427;Reaumur_Fauche_Juin_Q1;48;Leucanthemum_vulgare;344;Heriades_truncorum;1
428;Reaumur_Fauche_Juin_Q1;48;Leucanthemum_vulgare;345;Sphaerophoria_spec.;1
429;Reaumur_Fauche_Juin_Q1;48;Leucanthemum_vulgare;348;Anthophila_indet.;1
430;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;348;Anthophila_indet.;1
431;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;349;Bombus_lapidarius;3
432;Reaumur_Fauche_Juin_Q1;9;Centaurea_jacea;350;Apis_mellifera;2
433;Reaumur_Fauche_Juin_Q1;48;Leucanthemum_vulgare;351;Syrphidae_indet.;1
434;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;370;Apis_mellifera;2
435;Reaumur_Fauche_Juin_Q2;30;Leucanthemum_vulgare;359;Cerceris_rybyensis;2
436;Reaumur_Fauche_Juin_Q2;15;Malva_alcea_._Malva_moschata;354;Chelostoma_rapunculi;3
437;Reaumur_Fauche_Juin_Q2;4;Plantago_lanceolata;;No;0
438;Reaumur_Fauche_Juin_Q2;33;Trifolium_repens;358;Anthophila_indet.;1
439;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;353;Osmia_leaiana/niveata;2
440;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;355;Osmia_leaiana/niveata;5
441;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;356;Apis_mellifera;4
442;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;357;Apis_mellifera;3
443;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;358;Anthophila_indet.;1
444;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;360;Apis_mellifera;5
445;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;364;Lasioglossum_spec.;2
446;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;365;Bombus_vestalis/bohemicus;1
447;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;361;Apis_mellifera;2
448;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;362;Apis_mellifera;1
449;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;363;Apis_mellifera;1
450;Reaumur_Fauche_Juin_Q2;33;Trifolium_repens;366;Bombus_pascuorum;2
451;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;367;Apis_mellifera;5
452;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;368;Lasioglossum_spec.;1
453;Reaumur_Fauche_Juin_Q2;8;Centaurea_jacea;369;Apis_mellifera;2
454;Reaumur_Tonte_Juin;2;Bellis_perennis;372;Syrphus_spec.;1
455;Reaumur_Tonte_Juin;80;Trifolium_repens;373;Apis_mellifera;23
456;Reaumur_Tonte_Juin;80;Trifolium_repens;371;Apis_mellifera;17
457;AvGL_Tonte_Juin;12;Bellis_perennis;375;Episyrphus_balteatus;3
458;AvGL_Tonte_Juin;5;Hypochaeris_radicata;379;Episyrphus_balteatus;2
459;AvGL_Tonte_Juin;14;Prunella_vulgaris;;No;0
460;AvGL_Tonte_Juin;10;Trifolium_dubium;;No;0
461;AvGL_Tonte_Juin;120;Trifolium_repens;374;Melanostoma_mellinum;1
462;AvGL_Tonte_Juin;1;Veronica_serpyllifolia;;No;0
463;AvGL_Tonte_Juin;120;Trifolium_repens;375;Episyrphus_balteatus;1
464;AvGL_Tonte_Juin;5;Hypochaeris_radicata;376;Episyrphus_balteatus;1
465;AvGL_Tonte_Juin;12;Bellis_perennis;376;Episyrphus_balteatus;1
466;AvGL_Tonte_Juin;5;Hypochaeris_radicata;377;Episyrphus_balteatus;2
467;AvGL_Tonte_Juin;12;Bellis_perennis;378;Episyrphus_balteatus;1
468;AvGL_Fauche_Juin;4;Bellis_perennis;;No;0
469;AvGL_Fauche_Juin;5;Hypochaeris_radicata;397;Episyrphus_balteatus;1
470;AvGL_Fauche_Juin;41;Prunella_vulgaris;408;Episyrphus_balteatus;3
471;AvGL_Fauche_Juin;1;Trifolium_dubium;;No;0
472;AvGL_Fauche_Juin;120;Trifolium_repens;383;Sphaerophoria_spec.;1
473;AvGL_Fauche_Juin;120;Trifolium_repens;381;Apis_mellifera;4
474;AvGL_Fauche_Juin;120;Trifolium_repens;384;Syrphus_spec.;1
475;AvGL_Fauche_Juin;120;Trifolium_repens;390;Syrphus_spec.;1
476;AvGL_Fauche_Juin;120;Trifolium_repens;397;Episyrphus_balteatus;1
477;AvGL_Fauche_Juin;120;Trifolium_repens;389;Eupeodes_corollae;1
478;AvGL_Fauche_Juin;41;Prunella_vulgaris;380;Episyrphus_balteatus;3
479;AvGL_Fauche_Juin;5;Hypochaeris_radicata;382;Anthophila_indet.;1
480;AvGL_Fauche_Juin;5;Hypochaeris_radicata;386;Lasioglossum_spec.;1
481;AvGL_Fauche_Juin;5;Hypochaeris_radicata;388;Syrphus_spec.;1
482;AvGL_Fauche_Juin;5;Hypochaeris_radicata;392;Halictidae_indet.;3
483;AvGL_Fauche_Juin;41;Prunella_vulgaris;382;Anthophila_indet.;4
484;AvGL_Fauche_Juin;41;Prunella_vulgaris;409;Episyrphus_balteatus;2
485;AvGL_Fauche_Juin;41;Prunella_vulgaris;385;Melanostoma_mellinum_Platycheirus_albimanus;1
486;AvGL_Fauche_Juin;41;Prunella_vulgaris;387;Episyrphus_balteatus;3
487;AvGL_Fauche_Juin;5;Hypochaeris_radicata;391;Episyrphus_balteatus;3
488;AvGL_Fauche_Juin;5;Hypochaeris_radicata;393;Lasioglossum_spec.;2
489;AvGL_Fauche_Juin;5;Hypochaeris_radicata;394;Lasioglossum_spec.;1
490;AvGL_Fauche_Juin;5;Hypochaeris_radicata;395;Syrphus_spec.;1
491;AvGL_Fauche_Juin;41;Prunella_vulgaris;396;Platycheirus_albimanus;1
492;AvGL_Fauche_Juin;120;Trifolium_repens;398;Apis_mellifera;1
493;AvGL_Fauche_Juin;120;Trifolium_repens;399;Apis_mellifera;5
494;AvGL_Fauche_Juin;41;Prunella_vulgaris;400;Platycheirus_albimanus;2
495;AvGL_Fauche_Juin;120;Trifolium_repens;401;Apis_mellifera;1
496;AvGL_Fauche_Juin;120;Trifolium_repens;402;Apis_mellifera;1
497;AvGL_Fauche_Juin;5;Hypochaeris_radicata;403;Episyrphus_balteatus;1
498;AvGL_Fauche_Juin;120;Trifolium_repens;404;Episyrphus_balteatus;1
499;AvGL_Fauche_Juin;41;Prunella_vulgaris;405;Bombus_pascuorum;6
500;AvGL_Fauche_Juin;120;Trifolium_repens;405;Bombus_pascuorum;1
501;AvGL_Fauche_Juin;5;Hypochaeris_radicata;406;Syritta_pipiens;2
502;AvGL_Fauche_Juin;120;Trifolium_repens;407;Bombus_pascuorum;5
503;Stevin_Tonte_Juin;4;Bellis_perennis;410;Lasioglossum_spec.;1
504;Stevin_Tonte_Juin;1;Hypochaeris_radicata;410;Lasioglossum_spec.;1
505;Stevin_Tonte_Juin;1;Prunella_vulgaris;;No;0
506;Stevin_Tonte_Juin;2;Ranunculus_repens;416;Melanostoma_mellinum_Platycheirus_albimanus;1
507;Stevin_Tonte_Juin;19;Trifolium_repens;414;Bombus_pascuorum;1
508;Stevin_Tonte_Juin;1;Hypochaeris_radicata;411;Lasioglossum_spec.;1
509;Stevin_Tonte_Juin;1;Hypochaeris_radicata;412;Lasioglossum_(Dialictus)_spec.;1
510;Stevin_Tonte_Juin;1;Hypochaeris_radicata;413;Lasioglossum_spec.;1
511;Stevin_Tonte_Juin;4;Bellis_perennis;417;Platycheirus_albimanus;1
512;Stevin_Tonte_Juin;2;Ranunculus_repens;411;Lasioglossum_spec.;1
513;Stevin_Tonte_Juin;2;Ranunculus_repens;415;Melanostoma_mellinum_Platycheirus_albimanus;1
514;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;430;Aglais_io;1
515;Redime_Fauche_Juin_Q1;1;Galium_mollugo;;No;0
516;Redime_Fauche_Juin_Q1;10;Leucanthemum_vulgare;;No;0
517;Redime_Fauche_Juin_Q1;20;Medicago_lupulina;;No;0
518;Redime_Fauche_Juin_Q1;4;Origanum_vulgare;427;Andrena_spec.;3
519;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;431;Apis_mellifera;2
520;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;418;Eristalis_nemorum;2
521;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;419;Episyrphus_balteatus;1
522;Redime_Fauche_Juin_Q1;4;Hypericum_perforatum;420;Lasioglossum_(Dialictus)_spec.;1
523;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;420;Lasioglossum_(Dialictus)_spec.;1
524;Redime_Fauche_Juin_Q1;4;Hypericum_perforatum;421;Hylaeus_spec.;1
525;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;422;Apis_mellifera;2
526;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;423;Syrphus_spec.;2
527;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;424;Apis_mellifera;4
528;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;425;Bombus_vestalis/bohemicus;2
529;Redime_Fauche_Juin_Q1;4;Origanum_vulgare;429;Maniola_jurtina;1
530;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;426;Apis_mellifera;4
531;Redime_Fauche_Juin_Q1;12;Centaurea_jacea;428;Episyrphus_balteatus;1
532;Redime_Fauche_Juin_Q2;6;Bellis_perennis;448;Platycheirus_albimanus;1
533;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;446;Episyrphus_balteatus;1
534;Redime_Fauche_Juin_Q2;2;Hypericum_perforatum;434;Syrphus_spec.;1
535;Redime_Fauche_Juin_Q2;1;Leucanthemum_vulgare;;No;0
536;Redime_Fauche_Juin_Q2;5;Medicago_lupulina;;No;0
537;Redime_Fauche_Juin_Q2;10;Plantago_lanceolata;;No;0
538;Redime_Fauche_Juin_Q2;10;Silene_latifolia;446;Episyrphus_balteatus;1
539;Redime_Fauche_Juin_Q2;4;Trifolium_pratense;443;Eupeodes_corollae;1
540;Redime_Fauche_Juin_Q2;10;Trifolium_repens;;No;0
541;Redime_Fauche_Juin_Q2;1;Veronica_serpyllifolia;;No;0
542;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;447;Bombus_lapidarius;4
543;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;432;Episyrphus_balteatus;2
544;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;433;Episyrphus_balteatus;2
545;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;434;Syrphus_spec.;3
546;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;435;Lasioglossum_spec.;1
547;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;436;Episyrphus_balteatus;4
548;Redime_Fauche_Juin_Q2;2;Hypericum_perforatum;437;Lasioglossum_spec.;1
549;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;438;Episyrphus_balteatus;3
550;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;439;Lasioglossum_(Leuchalictus)_spec.;2
551;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;440;Lasioglossum_spec.;3
552;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;444;Pieris_napi;1
553;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;441;Episyrphus_balteatus;2
554;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;445;Helophilus_pendulus;1
555;Redime_Fauche_Juin_Q2;8;Centaurea_jacea;442;Bombus_lapidarius;2
556;Redime_Fauche_Juin_Q3;10;Leucanthemum_vulgare;451;Lasioglossum_spec.;1
557;Redime_Fauche_Juin_Q3;2;Plantago_lanceolata;;No;0
558;Redime_Fauche_Juin_Q3;2;Trifolium_repens;;No;0
559;Redime_Fauche_Juin_Q3;6;Trifolium_pratense;452;Episyrphus_balteatus;1
560;Redime_Fauche_Juin_Q3;1;Galium_mollugo;;No;0
561;Redime_Fauche_Juin_Q3;8;Prunella_vulgaris;457;Syrphidae_indet.;1
562;Redime_Fauche_Juin_Q3;1;Hypochaeris_radicata;;No;0
563;Redime_Fauche_Juin_Q3;3;Ranunculus_repens;453;Syrphidae_indet.;1
564;Redime_Fauche_Juin_Q3;10;Trifolium_dubium;;No;0
565;Redime_Fauche_Juin_Q3;9;Vicia_tetrasperma;454;Episyrphus_balteatus;1
566;Redime_Fauche_Juin_Q3;3;Ranunculus_repens;452;Episyrphus_balteatus;1
567;Redime_Fauche_Juin_Q3;3;Ranunculus_repens;449;Episyrphus_balteatus;1
568;Redime_Fauche_Juin_Q3;6;Trifolium_pratense;449;Episyrphus_balteatus;1
569;Redime_Fauche_Juin_Q3;10;Leucanthemum_vulgare;458;Sphaerophoria_spec.;1
570;Redime_Fauche_Juin_Q3;6;Trifolium_pratense;450;Bombus_pascuorum;4
571;Redime_Fauche_Juin_Q3;8;Prunella_vulgaris;455;Lasioglossum_spec.;1
572;Redime_Fauche_Juin_Q3;10;Leucanthemum_vulgare;455;Lasioglossum_spec.;1
573;Redime_Fauche_Juin_Q3;10;Leucanthemum_vulgare;456;Syritta_pipiens;2
574;AvThSc_Fauche_Juin;1;Hypochaeris_radicata;465;Syritta_pipiens;1
575;AvThSc_Fauche_Juin;5;Prunella_vulgaris;468;Platycheirus_albimanus;1
576;AvThSc_Fauche_Juin;35;Trifolium_repens;469;Apis_mellifera;2
577;AvThSc_Fauche_Juin;1;Hypochaeris_radicata;462;Episyrphus_balteatus;1
578;AvThSc_Fauche_Juin;5;Prunella_vulgaris;460;Bombus_pascuorum;1
579;AvThSc_Fauche_Juin;35;Trifolium_repens;459;Episyrphus_balteatus;1
580;AvThSc_Fauche_Juin;35;Trifolium_repens;460;Bombus_pascuorum;1
581;AvThSc_Fauche_Juin;35;Trifolium_repens;461;Bombus_lapidarius;1
582;AvThSc_Fauche_Juin;5;Prunella_vulgaris;463;Syrphus_spec.;1
583;AvThSc_Fauche_Juin;1;Hypochaeris_radicata;464;Melanostoma_mellinum;1
584;AvThSc_Fauche_Juin;35;Trifolium_repens;466;Episyrphus_balteatus;1
585;AvThSc_Fauche_Juin;5;Prunella_vulgaris;467;Platycheirus_albimanus;1
586;Maxwell_Tonte_Juin;41;Bellis_perennis;484;Episyrphus_balteatus;1
587;Maxwell_Tonte_Juin;2;Ranunculus_repens;;No;0
588;Maxwell_Tonte_Juin;140;Trifolium_repens;485;Apis_mellifera;2
589;Maxwell_Tonte_Juin;140;Trifolium_repens;470;Apis_mellifera;34
590;Maxwell_Tonte_Juin;140;Trifolium_repens;471;Bombus_lapidarius;8
591;Maxwell_Tonte_Juin;41;Bellis_perennis;472;Platycheirus_albimanus;2
592;Maxwell_Tonte_Juin;140;Trifolium_repens;473;Apis_mellifera;1
593;Maxwell_Tonte_Juin;140;Trifolium_repens;474;Apis_mellifera;14
594;Maxwell_Tonte_Juin;140;Trifolium_repens;475;Apis_mellifera;12
595;Maxwell_Tonte_Juin;140;Trifolium_repens;476;Apis_mellifera;6
596;Maxwell_Tonte_Juin;140;Trifolium_repens;477;Apis_mellifera;6
597;Maxwell_Tonte_Juin;140;Trifolium_repens;478;Apis_mellifera;8
598;Maxwell_Tonte_Juin;41;Bellis_perennis;479;Sphaerophoria_spec.;1
599;Maxwell_Tonte_Juin;140;Trifolium_repens;480;Apis_mellifera;1
600;Maxwell_Tonte_Juin;140;Trifolium_repens;481;Apis_mellifera;1
601;Maxwell_Tonte_Juin;140;Trifolium_repens;482;Apis_mellifera;1
602;Maxwell_Tonte_Juin;140;Trifolium_repens;483;Bombus_terrestris/lucorum/magnus/cryptarum;1
603;Curie_Tonte_Juin;85;Trifolium_repens;498;Episyrphus_balteatus;1
604;Curie_Tonte_Juin;1;Geranium_molle;;No;0
605;Curie_Tonte_Juin;9;Medicago_lupulina;;No;0
606;Curie_Tonte_Juin;2;Plantago_lanceolata;;No;0
607;Curie_Tonte_Juin;1;Prunella_vulgaris;;No;0
608;Curie_Tonte_Juin;85;Trifolium_repens;499;Apis_mellifera;6
609;Curie_Tonte_Juin;85;Trifolium_repens;486;Apis_mellifera;1
610;Curie_Tonte_Juin;85;Trifolium_repens;487;Apis_mellifera;1
611;Curie_Tonte_Juin;12;Bellis_perennis;488;Eupeodes_corollae;4
612;Curie_Tonte_Juin;85;Trifolium_repens;489;Apis_mellifera;2
613;Curie_Tonte_Juin;85;Trifolium_repens;490;Apis_mellifera;9
614;Curie_Tonte_Juin;85;Trifolium_repens;491;Apis_mellifera;9
615;Curie_Tonte_Juin;85;Trifolium_repens;492;Apis_mellifera;2
616;Curie_Tonte_Juin;85;Trifolium_repens;493;Apis_mellifera;13
617;Curie_Tonte_Juin;85;Trifolium_repens;494;Apis_mellifera;11
618;Curie_Tonte_Juin;85;Trifolium_repens;495;Apis_mellifera;7
619;Curie_Tonte_Juin;85;Trifolium_repens;497;Bombus_lapidarius;1
620;Curie_Tonte_Juin;85;Trifolium_repens;496;Apis_mellifera;8
621;Mendel_Tonte_Juin;6;Bellis_perennis;513;Lasioglossum_spec.;1
622;Mendel_Tonte_Juin;18;Crepis_capillaris;514;Lasioglossum_spec.;3
623;Mendel_Tonte_Juin;3;Prunella_vulgaris;;No;0
624;Mendel_Tonte_Juin;4;Trifolium_repens;;No;0
625;Mendel_Tonte_Juin;18;Crepis_capillaris;500;Lasioglossum_spec.;1
626;Mendel_Tonte_Juin;18;Crepis_capillaris;501;Lasioglossum_spec.;13
627;Mendel_Tonte_Juin;18;Crepis_capillaris;502;Lasioglossum_spec.;6
628;Mendel_Tonte_Juin;18;Crepis_capillaris;504;Lasioglossum_spec.;3
629;Mendel_Tonte_Juin;18;Crepis_capillaris;505;Lasioglossum_spec.;1
630;Mendel_Tonte_Juin;18;Crepis_capillaris;506;Lasioglossum_spec.;7
